Role,Name,Name Tag,Perk Name,Perk Tag,Desc,Teach Level
Tueur,Myers,SH,Lumière Mourante,DyingLight,"Vous devenez obsédé par un survivant. Votre obsession bénéficie d'un bonus de 33% à la vitesse d'action pour décrocher et soigner d'autres survivants. Chaque fois que vous accrochez un survivant autre que votre obsession, si elle est en vie, vous gagnerez un jeton. Si l'obsession est en vie, tous les autres survivants reçoivent une pénalité de vitesse de réparation, de sabotage et de soins de 2% pour chaque jeton. Le tueur ne peut être obsédé que par un survivant à la fois. ",40
Tueur,Hag,HA,Sort : Le Troisième Sceau,HexTheThirdSeal,Un sort qui entrave la capacité de repérage d'auras. Frapper un survivant avec une attaque de base pendant que le totem ensorcelé est actif applique l'effet de statut Aveuglement. Cet effet s'applique au 2 derniers survivants frappés. Les effets du sort persistent tant que le totem ensorcelé est en place. ,30
Tueur,Hag,HA,Sort : Ruine,HexRuin,"Un sort qui affecte la progression des réparations des générateurs de tous les survivants. Tous les générateurs sont affectés par le sort Ruine. Si un générateur n'est pas en train d'être réparé par un survivant, la progression de sa réparation régresse immédiatement et automatiquement à 100% de la vitesse de régression normale. Les effets du sort persistent tant que le totem ensorcelé est en place. ",35
Tueur,Hag,HA,Sort : Mangeur d'Espoir,HexDevourHope,"Un sort qui puise sa force dans l'espoir. Les faux espoirs des survivants aiguisent votre faim. Quand un survivant est sauvé d'un crochet qui se trouve à moins de 24 mètres, Mangeur d'espoir reçoit un jeton. 2 jetons = obtenez 3% à l'effet de statut Rapidité 10 secondes après avoir suspendu un survivant et pendant 10 secondes.3 jetons = les survivants souffrent du statut A découvert. 5 jetons = confère la possibilité de tuer les survivants de vos propres mains. Les effets du sort persistent tant que le totem ensorcelé est en place. ",40
Tueur,Doctor,DO,Présence Ecrasante,OverwhelmingPresence,Votre seule présence inspire une véritable peur. Les survivants dans votre rayon de terreur souffrent d'inefficacité. Le taux de consommation d'objets des survivants affectés est augmenté de 80%.,30
Tueur,Doctor,DO,Surveillance Et Maltraitance,MonitorAbuse,"Méticuleux dans votre approche, terrifiant dans son application. Tandis que vous pourchassez un survivant votre rayon de terreur augmente de 8 mètres. Dans le cas contraire, il est réduit de 8 mètres et votre champ de vision s'élargit de 3 degrés. Les améliorations du champ de vision ne sont pas cumulables.",35
Tueur,Doctor,DO,Surcharge,Overcharge,"La haine du progrès vous anime. Surchargez un générateur en effectuant l'action Endommager le générateur. Le prochain survivant à interagir avec ce générateur doit faire face à un test d'habileté d'une difficulté énorme. Si le test échoue, le générateur régresse de 3%. Réussir le test d'habileté ne génère aucune progression, mais empêche l'explosion du générateur. ",40
Tueur,Huntress,BE,Prédateur,BeastofPrey,"Votre désir de tuer est si intense que vous perdez momentanément votre connexion avec l'Entité, ce qui vous rend totalement imprévisible. Octroie l'effet de statut Indétectable après l'obtention de Soif de sang palier 1. L'effet de statut est supprimé dès que vous perdez Soif de sang. Vous gagnez 30% de points de sang supplémentaire en exécutant des actions de la catégorie Chasseur.",30
Tueur,Huntress,BE,Instinct Territorial,TerritorialImperative,Renforce la capacité de repérage d'aura. Les auras des survivants vous sont révélées pendant 3 secondes lorsqu'ils entrent dans la cave et que vous vous trouvez à plus de 32 mètres de l'entrée de cette dernière. Instinct Territorial ne peut être activé qu'une fois toutes les 30 secondes. ,35
Tueur,Huntress,BE,Sort : Berceuse De La Chasseuse,HexHuntressLullaby,"Un sort qui puise sa force dans le désespoir Votre traque devient une chanson entêtante qui trouble l'attention de vos proies. Les survivants subissent un malus de régression de 2% quand ils ratent un tes d'habileté. Chaque fois qu'un survivant est suspendu à un crochet, la Berceuse de la Chasseuse gagne en puissance. 1 à 4 jetons = le délai entre le son d'avertissement du test d'habileté et ce dernier se raccourcit. 5 jetons = aucun avertissement de test d'habileté. Les effets du sort persistent tant que le totem ensorcelé est en place. ",40
Tueur,Cannibal,CA,K.O.,KnockOut,Le traumatisme causé par vos attaques brutales rend difficile le simple fait de crier à laide. L'aura des survivants en état critique n'est pas révélée aux autres survivants si ils se tiennent à plus de 32 mètres.,30
Tueur,Cannibal,CA,Chili Et Barbecue,BarbecueChilli,"Un lien profond avec l'Entité débloque le potentiel de repérer les auras. Après avoir pendu un survivant à un crochet, les auras de tous les autres survivants vous sont révélées pendant 4 secondes s'ils sont à plus de40 mètres du crochet.Donne 25% de points de sang bonus cumulables à chaque fois qu'un survivant est pendu au crochet pour la première fois, jusqu'à un maximum de 50%. Les points de sang bonus ne sont accordés qu'après la partie.",35
Tueur,Cannibal,CA,Chute De Franklin,FranklinsDemise,Vos attaques de base réussies forcent les survivants à lâcher leur objet à l'impact. L'objet perdu est endommagé dans le chute et perd 0% de son total initial de charge. ,40
Tueur,Freddy,EK,Intensité Ardente,FireUp,"La tension accrue due au fait de perdre votre proie vous emplit de rage et vous procure un élan de motivation inattendu. Chaque fois qu'un survivant termine la réparation d'un générateur Intensité ardente gagne en puissance. Pour chaque générateur réparé vous obtenez un bonus cumulable de 3% jusqu'à la fun de la partie sur la vitesse de ramassage, de lâcher, de saut d'obstacles, de destruction de palettes, de générateurs et des objets qui peuvent l'être. ",30
Tueur,Freddy,EK,Souviens-toi De Moi,RememberMe,"Vous devenez obsédé par un survivant. Chaque fois que vous frappez votre obsession avec une attaque de base la temps d'ouverture des portes de sortie est augmenté de 4 secondes, jusqu'à un maximum de 8 secondes supplémentaires L'obsession n'est pas affectée par Souviens-toi de moi. Le tueur ne peut être obsédé que par un survivant à la fois.",35
Tueur,Freddy,EK,Gardien Du Sang,BloodWarden,Dès qu'une porte de sortie est ouverte Gardien du sang est activé. Les auras des survivants situés dans les zones de sortie vous sont révélées. Une fois par partie pendre un survivant à un crochet lorsque Gardien de sang est activé fait appel à l'Entité pour empêcher tous les survivants de sortir pendant 30 secondes.,40
Tueur,Pig,FK,Coup Du Pendu,HangmansTrick,Les modifications astucieuses que vous avez apporté aux crochets vous préviennent si on y touche. Vous recevez une alerte quand un survivant commence à saboter un crochet. Lorsque vous portez un survivant vous voyez l'aura du moindre survivant à 2 mètres d'un crochet.,30
Tueur,Pig,FK,Surveillance,Surveillance,Renforce la capacité de repérage d'auras. Tous les générateurs inversés sont entourés d'une aura blanche. Si l'inversion est interrompue le générateur se retrouve entouré d'une aura jaune pendant 8 secondes. Les bruits causés par la réparation d'un générateur sont audibles à 8 mètres de plus.,35
Tueur,Pig,FK,Prise De Décision,MakeYourChoice,"Quand un survivant en libère un autre du crochet, à au moins 32 mètres de vous, Prise de décision s'active et applique l'effet de statut A découvert sur le sauveteur pendant 40 secondes. Prise de décision à un temps de récupération de 40 secondes. ",40
Tueur,Clown,GK,Déboussoler,Bamboozle,Votre vitesse lors d'un saut d'obstacles est 5% plus rapide. Sauter par dessus un obstacle fait que l'Entité bloque le lieu de cette action pendant 8 secondes. Un seul lieu peut être bloqué de cette manière à tout moment (il n'est bloqué que pour les survivants). N'affecte pas les palettes.,30
Tueur,Clown,GK,Coulrophobie,Coulrophobia,Votre seule présence inspire l'effroi. Les survivants dans votre rayon de terreur ont 30% de malus de vitesse de progression des soins.,35
Tueur,Clown,GK,Le Tour Est Joué,PopGoestheWeasel,"Un lien profond avec l'Entité débloque une immense force. Après avoir suspendu un survivant à un crochet, le générateur suivant que vous endommagez régresse de 25% de sa progression totale. La régression normale est appliquée au générateur suite aux dégâts. Le tour est joué est actif pendant 40 secondes après que le survivant ait été suspendu.",40
Tueur,Spirit,HK,Fureur De L'Esprit,SpiritFury,"Chaque palette que vous détruisez amplifie la rage de l'Entité. Après avoir détruit 4 palettes, la prochaine fois que vous serez étourdi par une palette, l'Entité détruira instantanément celle-ci. Vous souffrirez tout de même de la pénalité de l'effet Etourdi.",30
Tueur,Spirit,HK,Sort : Terrain Hanté,HexHauntedGround,"Deux totems ensorcelés piégés apparaissent durant la partie. Lorsque l'un des deux totems ensorcelé piégés est purifié par un survivant, tous les survivant souffrent de l'effet de statut A découvert pendant 40 secondes. Le totem ensorcelé piégé restant devient immédiatement un totem passif. ",35
Tueur,Spirit,HK,Rancoeur,Rancor,Vous devenez obsédé par un survivant. Chaque fois qu'un générateur est terminé l'obsession voit votre aura pendant 5 secondes. Chaque fois qu'un générateur est terminé les emplacements de tous les survivants vous sont révélés pendant 3 secondes. Une fois tous les générateurs terminés l'obsession possède l'effet de statut A découvert et le tueur peut éliminer l'obsession. Le tueur ne peut être obsédé que par un survivant à la fois. ,40
Tueur,Legion,KK,Discorde,Discordance,"Chaque fois que deux survivants ou plus travaillent sur le même générateur, l'aura de ce dernier est illuminée en jaune pendant 8 secondes. ",30
Tueur,Legion,KK,Cran Dément,MadGrit,"Quand vous portez un survivant vous ne subissez pas de temps de récupération pour les attaques de base manquées, et toucher un autre survivant avec une attaque de base interrompt le chronomètre durant lequel le survivant porté peut se débattre pendant 2 secondes.",35
Tueur,Legion,KK,Vierge De Fer,IronMaiden,Vous ouvrez les casiers 30% plus vite. Quand un survivant sort d'un casier il souffre de l'effet de statut A découvert pendant 15 secondes et sa position est révélée pendant 4 secondes.,40
Tueur,Plague,MK,Intervention Maléfique,CorruptIntervention,Vos prières invoquent une puissance maléfique qui compromet les chances des survivants de s'en sortir. Les 3 générateurs les plus éloignés de vous sot bloqués par l'Entité pendant 80 secondes au début de la partie. Pendant ce laps de temps les survivants ne peuvent pas les réparer. Les générateurs affectés sont entourés d'une aura blanche. ,30
Tueur,Plague,MK,Peur Contagieuse,InfectiousFright,"Les cris des infidèles font bondir votre coeur. Les survivants présents dans votre rayon de terreur pendant qu'un autre survivant entre en état critique hurleront, vous révélant leur position pendant 4 secondes.",35
Tueur,Plague,MK,Sombre Dévotion,DarkDevotion,"La démonstration de vos pouvoirs provoque un vent de panique qui gagne toute la région. Vous devenez obsédé par un survivant. Si vous parvenez à le toucher à l'aide d'une attaque de base, il émet un rayon de terreur de 32 mètres pendant 20 secondes. Vous bénéficiez de l'effet de statut Indétectable pour toute cette durée.L'obsession entend le rayon de terreur tout le temps qu'elle émet. Le tueur ne peut être obsédé que par un seul survivant à la fois.",40
Tueur,Ghost Face,OK,Je Vous Ecoute,ImAllEars,Vos sens sont aiguisés dans le sombre royaume de l'Entité. Débloque le potentiel de repérage d'aura d'une personne. L'aura de tout survivant effectuant une action précipitée à moins de 48 mètres de votre emplacement est révélée pendant 6 secondes. Je vous écoute ne peut être déclenché qu'une fois toutes les 60 secondes. ,30
Tueur,Ghost Face,OK,Frissons Palpitants,ThrillingTremors,"Vos sombres projets et votre ruse suscitent l'interêt de l'Entité. Après avoir ramassé un survivant, tous les générateurs non réparés par les survivants sont bloqués par l'Entité et ne peuvent pas être réparés pendant les 16 prochaines secondes. les générateurs affectés sont entourés d'une aura blanche. Frissons Palpitants ne peut être active qu'une fois toutes les 100 secondes. ",35
Tueur,Ghost Face,OK,Poursuite Furtive,FurtiveChase,"Vous devenez obsédé par un survivant. Vous guettez dans l'ombre, éliminant vos victimes les unes après les autres. Quand votre obsession est suspendue à un crochet Poursuite Furtive reçoit un jeton, pour un maximum de 2 jetons. Chaque jeton réduit votre rayon de terreur de 4 mètres pendant une poursuite. Quand un survivant sauve l'obsession d'un crochet, le sauveteur devient l'obsession. Vous perdez tous vos jetons si l'obsession est sacrifiée ou tuée. Le tueur ne peut être obsédé que par un survivant à la fois.",40
Tueur,Demogorgon,QK,Surtension,Surge,Votre présence inquiétante électrifie l'air et interfère avec la technologie. Plonger un survivant en état critique avec une attaque de base provoque l'explosion immédiate et le recul de tous les générateurs dans un rayon de 32 mètres. Applique un recul supplémentaire de 8%. Surtension put uniquement être déclenchée une fois toutes les 60 secondes.,30
Tueur,Demogorgon,QK,Briseur D'Esprit,Mindbreaker,"Votre présence épouvante, épuise et affaiblit votre proie. Quand ils réparent les générateurs avec moins de 50% de progression les survivants souffrent de l'effet de statut Epuisement. Tout chronomètre d'effet de statut Epuisement existant est mis en pause pendant que le survivant répare un générateur. Après avoir terminé la réparation, le survivant souffre de l'effet de statut Epuisement pendant 1 seconde.",35
Tueur,Demogorgon,QK,Limites Cruelles,CruelLimits,"Vos liens avec l'autre monde se manifestent quand votre proie tente de s'échapper. Chaque fois qu'un générateur est réparé, dans un rayon de 24 mètres autour de celui-ci, les fenêtres et les sauts d'obstacles sont bloqués pour les survivants pendant 20 secondes. Vous voyez l'aura des sauts d'obstacles bloqués par Limites Cruelles pendant toute sa durée.",40
Tueur,Oni,SK,Tactique De Zanshin,ZanshinTactics,"Débloque le potentiel de repérage d'aura. Vous faites preuve de vigilance et restez attentif aux zones clés du champ de bataille. Vous voyez l'aura de l'ensemble des palettes, murs destructibles et emplacements de saut d'obstacle dans un rayon de 24 mètres. Quand un survivant est blessé Tactique de Zanshin devient inactive pendant 40 secondes. ",30
Tueur,Oni,SK,Echo Sanguin,BloodEcho,"L'agonie d'un survivant est infligée aux autres. Lorsque vous suspendez un survivant, tous les survivants blessés souffrent de l'effet de statut Hémorragie jusqu'à ce qu'ils soient soignés et de l'effet de statut Epuisement pendant 45 secondes. Echo Sanguin a un temps de rechargement de 80 secondes. ",35
Tueur,Oni,SK,Ennemi Juré,Nemesis,"Vous cherchez à vous venger de ceux qui vous ont fait du tort. Un survivant qui parvient à vous aveugler ou vous étourdir avec une palette ou un casier devient votre obsession. Dès qu'un nouveau survivant devient l'obsession, il est affecté par l'effet de statut Inconscient pendant 40 secondes et vous voyez son aura pendant 4 secondes. Le tueur ne peut être obsédé que par un seul survivant à la fois.",40
Tueur,All,All,Murmure Amer,BitterMurmur,"Débloque une capacité de repérage d'auras. Chaque fois qu'un générateur est complètement réparé, les survivants dans un rayon de 16 mètres du générateur sont révélés pendant 5 secondes. Lorsque le dernier générateur est entièrement réparé, toutes les auras des survivants sont révélées pendant 10 secondes.",
Tueur,All,All,Pisteur,Deerstalker,Débloque une capacité de repérage d'aura. Révèle l'aura des survivants en état critique dans un rayon de 36 mètres.,
Tueur,All,All,Inquiétant,Distressing,Votre épouvantable odeur porte incroyablement loin. Votre rayon de terreur augmente de 26 %. Obtenez 100% de points de sang supplémentaires pour les actions de la catégorie Sournoiserie.,
Tueur,All,All,Sort: Personne N'échappe À La Mort,HexNoOneEscapesDeath,"Un sort qui puise sa force dans l'espoir. La puissance de votre totem ensorcelé vous anime alors que les survivants sont sur le point de s'échapper. Un fois les portes de sortie alimentées, si un totem passif est encore présent sur la carte, ce soirt s'y applique. Tant que le sort est actif, les survivants subissent l'effet de statut À Découvert. Votre vitesse de mouvement est augmentée de 4%. L'effet du sort persiste tant que le totem est présent.",
Tueur,All,All,Sort: Euphorie De La Chasse,HexThrilloftheHunt,Un sort qui puise sa force dans l'espoir. Les faux espoirs des survivants vous excitent en renforcent vos totems. Vous gagnez un jeton pour chaque totem ensorcelé ou passif restant sur la carte. Remportez 10 % de points de sang en plus par jeton pour les actions de la catégorie Chasseur. La vitesse de purification de totem par les survivants est réduites de 6 % pour chaque jeton. Vous recevez une alerte quand quelqu'un commence à s'attaquer à un de totem ensorcelé. Les effets du sort persistent tant que le totem ensorcelé concerné est debout.,
Tueur,All,All,Insidieux,Insidious,Débloque la capacité de furtivité. Rester immobile pendant 2 secondes pour bénéficier de l'effet de statut Indétectable jusqu'à ce que vous bougiez ou agissiez de nouveau.,
Tueur,All,All,Poigne De Fer,IronGrasp,Votre poigne de fer rend toute tentative de fuite presque impossible. L'effet des ruades des survivants est réduit de 75%. Le temps nécessaire pour se libérer de votre étreinte augmente de 12%.,
Tueur,All,All,Sanctuaire Monstrueux,MonstrousShrine,La fervente attention que vous accordez aux crochets du sous-sol a suscité l'intérêt de l'Entité. Les crochets des sous-sol confèrent les bonus suivants: 9% de progression plus rapide de l'Entité. 15% d'augmentation de la difficulté des tentatives d'évasion. 9% d'augmentation des pénalités d'échec de libération.,
Tueur,All,All,Boucher Sadique,SloppyButcher,Vous savez où frapper pour faire mal. Les blessures infligées par des attaques de base réussies accentuent considérablement l'hémorragie du survivant et provoque l'effet de statut Estropiement. Le saignement et l'Estropiement occasionnés par Boucher Sadique reviennent à la normale une fois que le survivant est complètement guéri.,
Tueur,All,All,Espions de l'Ombre,SpiesfromtheShadows,"Les corbeaux peuvent communiquer directement avec vous. Dans 100% des cas, les corbeaux vous donnent un signal visuel quand vous vous trouvez dans un rayon de 36 mètres. Espions de l'Ombre a un temps de recharge de 5 secondes",
Tueur,All,All,Implacable,Unrelenting,Les attaques manquées avec votre armes principale ont un temps de rechargement plus court. Le temps de rechargement des attaques de base manquées est réduit de 30%.,
Tueur,All,All,Murmures,Whispers,Vous comprenez la vois de l'Entité de façon rudimentaire. Entendez sporadiquement le murmure de l'Entité lorsqu'un survivant se trouve dans un rayon de 32 mètres.,
Tueur,Deathslinger,UK,Bricolo,GearHead,"Vous avez l'oeil pour du matériel en bon état. Après avoir frappé un survivant 2 fois avec votre attaque de base, Bricolo s'active pendant 20 secondes. Chaque fois qu'un survivant effectue un bon test d'habileté pendant une réparation le générateur est signalé par une aura jaune tant qu'il est en cours de réparation. ",30
Tueur,Deathslinger,UK,Dispositif De L'Homme Mort,DeadMansSwitch,"Un survivant devient votre obsession. Après avoir suspendu l'obsession, Dispositif de l'homme mort s'active pendant 35 secondes. Une fois activé, tout survivant qui s'arrête avant d'avoir entièrement réparé le générateur fait que l'Entité bloque ce dernier jusqu' la fin de l'effet de Dispositif de l'homme mort. Les générateurs affectés sont entourés d'une aura blanche. Le tueur ne peut être obsédé que par un survivant à la fois.",35
Tueur,Deathslinger,UK,Sort : Châtiment,HexRetribution,"Un sort qui se déclenche au moment de sa destruction. Ceux qui vous contrarient seront punis. Tout survivant qui purifie un totem passif subira l'effet de statut Inconscient pendant 35 secondes. Si un totem ensorcelé est purifié, y compris celui-ci, l'aura de tous les survivants est révélée pendant 10 secondes.",40
Survivant,Zarina Kassir,US,Confidentiel,OffTheRecord,"Vous avez appris qu'une approche discrète est parfois la meilleure option. Quand on vous libère d'un crochet ou que vous vous en échappez, Confidentiel s'active pendant 60 secondes. Tant que Confidentiel est activé, le tueur ne voit pas votre aura et les grognements de douleur provoqués par les blessures sont réduits de 100%.",30
Survivant,Zarina Kassir,US,Leurre,RedHerring,"Vous avez remarqué que les gens font attention à ce qui fait le plus de bruit. Après avoir réparé un générateur pendant au moins 3 secondes, il sera entouré d'une aura jaune que personne d'autre que vous ne pourra voir. Le générateur reste signalé jusqu'à ce que vous le répariez complètement, que vous répariez un autre générateur, ou que vous entrez dans un casier. Entrer dans un casier déclenche un fort signal sonore du générateur que seul le tueur peut voir. Leurre ne peut être activé qu'une fois toutes les 60 secondes. ",35
Survivant,Zarina Kassir,US,Pour Le Peuple,ForThePeople,"Vous risquez votre vie et de vous blesser pour les autres. Pour le peuple est uniquement actif quand votre santé est pleine. Appuyez sur le bouton de capacité active lorsque vous soignez un autre survivant sans trousse de soins pour immédiatement le soigner de l'état critique à blessé, ou de blessé à bonne santé. Vous êtes blessé et recevez l'effet de statut Brisé pendant 110 secondes. Vous devenez l'Obsession. Equiper cette compétence réduit vos chances de devenir l'obsession du tueur en début de partie. ",40
Tueur,Le Bourreau,WK,Pénitence Forcée,ForcedPenance,Ceux qui se mettent en travers du devoir tombe sous le coup d’un terrible jugement. Les survivants qui subissent un coup de protection souffrent de l ‘effet de statut Brisé pendant 20/25/30 secondes.,30
Tueur,Le Bourreau,WK,Piste de Souffrance,TrailOfTorment,"Vous guidez vos victimes sur un chemin de souffrance et châtiment. Après avoir frappé un générateur, vous devenez Indétectable durant 15 secondes. Pendant ce temps, l’aura jaune du générateur est révélée aux survivants. Cet effet ne peut être activé qu’une seul fois toutes les 120/100/80 secondes.",35
Tueur,Le Bourreau,WK,Lien Mortel,Deathbound,"Ceux dont la vie est entrelacée dans les ténèbres sont destinés à souffrir ensemble. Quand un survivant soigne un segment de santé d’un autre survivant à au moins 32 mètres du tueur, le survivant qui effectue l’action de soin se met à crier, révélant leur position et activant Lien Mortel pendant les 45 secondes suivantes. Pendant ce temps, le survivant souffre de l’effet de statut Inconscient quand il est à plus de 16/12/8 mètres du survivant soigné.",40
Survivant,Cheryl Mason,WS,Protection de l’Âme,SoulGuard,"Vous avez surmonté d’énormes épreuves, ce qui vous a rendu plus fort. Gagnez l’effet de statut Endurance pendant 4/6/8 secondes après avoir été soigné ou après avoir récupéré de l’état critique. Quand vous êtes maudit par un sort, vous pouvez récupérer complètement de l’état critique.",30
Survivant,Cheryl Mason,WS,Pacte de Sang,BloodPact,"C’est comme si une part de latence en vous-même s’était réveillée. Vous avez la sensation de pouvoir vous dépasser pour porter secours. Lorsque l’obsession ou vous-même êtes blessés, vous voyez votre aura respective. Après avoir soigné l’obsession ou avoir reçu des soins de sa part, vous gagnez tous les deux l’effet de statut Rapidité pendant 4/6/8 secondes. Réduit les probabilité de devenir l’obsession. Si vous êtes l’obsession, cette compétence se désactive.",35
Survivant,Cheryl Mason,WS,Alliance Inhibée,RepressedAlliance,"Vous êtes habitué à être poursuivi par les forces maléfiques et vous avez commencé à l’utiliser à votre avantage. Alliance inhibée s’active après avoir réparé des générateurs pendant un total de 80/70/60 secondes. Quand vous réparez un générateur avec la compétence active, appuyez sur le bouton de capacité active pour faire appel à l’Entité afin de bloquer le générateur pendant 30 secondes. La compétence se désactive. Les générateurs affectés sont indiqués par une aura blanche à tous les survivants.",40
