Role,Name,Name Tag,Perk Name,Perk Tag,Desc,Teach Level
Killer,Pig,FK,Surveillance,Surveillance,"Unlocks potential in one's Aura-reading ability.\nAll regressing Generators will be highlighted by a white Aura IconHelp auras.png. Once regression ends, Generators will be highlighted by a yellow Aura for 16 seconds.\nNoises created by Generator Repairs are audible at an additional 8 metres.",35
Killer,Pig,FK,Make Your Choice,MakeYourChoice,"When a Survivor rescues another Survivor from a Hook that is at least 32 metres away from you, Make Your Choice triggers and applies the Exposed Status Effect on the rescuer for 60 seconds.\nMake Your Choice has a cool-down of 60 seconds.",40
Killer,Clown,GK,Bamboozle,Bamboozle,Your vault speed is 15 % faster.\nPerforming a vault action calls upon The Entity to block that vault location for 16 seconds.\nOnly one vault location may be blocked in this way at any given time. The vault location is blocked only for Survivors.\nBamboozle does not affect Pallets.,30
Killer,Clown,GK,Coulrophobia,Coulrophobia,Your presence alone instils great fear.\nSurvivors within your Terror Radius have a 50 % penalty to the Healing progression speed.,35
Killer,Clown,GK,Pop Goes the Weasel,PopGoestheWeasel,"A deep bond with The Entity unlocks great strength.\nAfter hooking a Survivor, the next Generator you break is instantly regressed by 25 % of its total progression. Normal Generator Regression applies after the damage is done.",40
Killer,Spirit,HK,Spirit Fury,SpiritFury,"Each Pallet you break magnifies the wrath of The Entity.\nAfter breaking 2 Pallets, the next time you are stunned by a Pallet, The Entity will instantly break it. You still suffer from the stun effect penalty.",30
Killer,Spirit,HK,Hex: Haunted Ground,HexHauntedGround,"Two trapped Hex Totems will spawn in the Trial.\nWhen one of the two trapped Hex Totems is cleansed by a Survivor, all Survivors suffer from the Exposed Status Effect for 60 seconds.\nThe remaining trapped Hex Totem immediately becomes a Dull Totem.",35
Killer,Spirit,HK,Rancor,Rancor,"You become obsessed with one \nEach time a Generator is completed, the Obsession IconHelp obsession.png sees your Aura for 3 seconds.\nEach time a Generator is completed, all Survivors' locations are revealed to you for 3 seconds.\nOnce all Generators are completed, the Obsession has the Exposed Status Effect and the Killer can kill the \nYou can only be obsessed with one Survivor at a time.",40
Killer,Legion,KK,Discordance,Discordance,"Any time two or more Survivors are working on the same Generator, that Generator's Aura is highlighted in yellow for 12 seconds.",30
Killer,Legion,KK,Mad Grit,MadGrit,"While carrying a Survivor, you suffer no cool-down on missed attacks and successfully hitting another Survivor will pause the carried Survivor's wiggle timer for 4 seconds.",35
Killer,Legion,KK,Iron Maiden,IronMaiden,You open Lockers 50 % faster.\nSurvivors who exit Lockers suffer from the Exposed Status Effect for 15 seconds and their location is revealed for 4 seconds.,40
Killer,Plague,MK,Corrupt Intervention,CorruptIntervention,Your prayers invoke a dark power that meddles with the Survivors' chances of survival.\n3 Generators located farthest from you are blocked by The Entity for 120 seconds at the start of the Trial.\nSurvivors cannot repair the Generators for the duration Corrupt Intervention is active.,30
Killer,Plague,MK,Infectious Fright,InfectiousFright,The cries of the unfaithful make your heart leap.\nAny Survivors that are within the Killer's Terror Radius while another Survivor is put into the Dying State with a Basic Attack will yell and reveal their current location to the Killer for 6 seconds.,35
Killer,Plague,MK,Dark Devotion,DarkDevotion,"The display of your Powers creates a whirlwind of panic that spreads throughout the land.\nYou become obsessed with one Survivor. Hitting the Obsession with your basic attack causes the Obsession to emit a Terror Radius of 32 metres for 30 seconds.\nDuring that time, your Terror Radius is reduced to 0 metres.\nThe Obsession hears the Terror Radius they emit for the duration.\nYou can only be obsessed with one Survivor at a time.",40
Killer,Ghost Face,OK,I'm All Ears,ImAllEars,Your keen senses are sharpened in the dark Realm of The Entity.\nUnlocks potential in one's Aura-reading ability.\nAny Survivor performing a rushed action within 48 metres from your location will have their Aura revealed to you for 6 seconds.\nI'm All Ears can only be triggered once every 40 seconds.,30
Killer,Ghost Face,OK,Thrilling Tremors,ThrillingTremors,"Your dark designs and shrewd composure rouse The Entity.\nAfter picking up a Survivor, all Generators not being repaired by Survivors are blocked by The Entity and cannot be repaired for the next 16 seconds.\nAffected Generators are highlighted by a white Aura.\nThrilling Tremors can only be triggered once every 60 seconds.",35
Killer,Ghost Face,OK,Furtive Chase,FurtiveChase,"You become obsessed with one Survivor.\nYou lurk in the shadows, eliminating your victims one by one.\nWhen your Obsession is hooked, Furtive Chase receives a Token, up to a maximum of 4 Tokens.\nEach Token decreases your Terror Radius by 4 metres while in a Chase.\nWhen a Survivor rescues the Obsession from a Hook, the rescuer becomes the Obsession. You lose all Tokens if the Obsession is sacrificed or killed.\nYou can only be obsessed with one Survivor at a time.",40
Killer,Demogorgon,QK,Surge,Surge,Your eerie presence charges the air and interferes with technology.\nPutting a Survivor into the Dying State IconHelp dying.png with a Basic Attack causes all Generators within a radius of 32 metres to instantly explode and regress.\nSurge applies an immediate Regression penalty of 8 %.\nSurge can only be triggered once every 40 seconds.,30
Killer,Demogorgon,QK,Mindbreaker,Mindbreaker,"Your distressing presence drains and weakens your prey.\nWhile repairing Generators with less than 50 % Repair progression, Survivors are afflicted by the Exhausted Status Effect.\nAny existing Exhaustion Status Effect timers are paused while the Survivor is repairing a Generator. After ending the Repair action, the Survivor is afflicted by the Exhausted Status Effect for 3 second(s).",35
Killer,Demogorgon,QK,Cruel Limits,CruelLimits,"Your ties to the otherworldly manifest when your prey attempts to get away.\nEach time a Generator is repaired, all Windows and vault locations within a radius of 24 metres from the completed Generator are blocked for all Survivors for the next 30 seconds.",40
Killer,Oni,SK,Zanshin Tactics,ZanshinTactics,"Unlocks potential in one's Aura-reading ability.\nYou are mentally alert and aware of key points on the battlefield.\nThe Auras of all Pallets and Windows are revealed to you within a range of 24 metres.\nWhen a Survivor is damaged, Zanshin Tactics becomes inactive for 30 seconds.",30
Killer,Oni,SK,Blood Echo,BloodEcho,"The agony of one is inflicted on others.\nWhen hooking a Survivor, all other injured Survivors suffer from the Haemorrhage Status Effect until healed and the Exhausted Status Effect for 45 seconds.\nBlood Echo can only be triggered once every 60 seconds.",35
Killer,Oni,SK,Nemesis,Nemesis,"You seek retribution on those who have wronged you.\nA Survivor who blinds or stuns you using a Pallet or a Locker becomes your Obsession.\nAnytime a new Survivor becomes the Obsession, they are affected by the Oblivious Status Effect for 60 seconds and their Aura is revealed to you for 4 seconds.\nYou can only be obsessed with one Survivor at a time.",40
Killer,All,All,Bitter Murmur,BitterMurmur,"Unlocks potential in one's Aura-reading ability.\nEach time a Generator is fully repaired, Survivors within 16 metres of the completed Generator will be revealed for 5 seconds.\nWhen the last Generator is fully repaired, all the Survivors' Auras are revealed for 10 seconds.",
Killer,All,All,Deerstalker,Deerstalker,Unlocks potential in one's Aura-reading ability.\nReveals dying Survivors' Auras when standing within 36 metres.,
Killer,All,All,Distressing,Distressing,Your horrifying emanation strikes at a supernaturally long distance.\nYour Terror Radius is increased by 26 %.\nGain 100 % more Bloodpoints for actions in the Deviousness Category.\nThe Bonus Bloodpoints are only awarded during the Trial.,
Killer,All,All,Hex: No One Escapes Death,HexNoOneEscapesDeath,"A Hex rooting its power on hope. You are animated by the power of your Hex Totem when the Survivors are on the verge of escaping.\nOnce the Exit Gates are powered, if there is a Dull Totem remaining on the Map, this Hex is applied to \nWhile Hex: No One Escapes Death is active, Survivors suffer from the Exposed Status Effect and your Movement speed is increased by 4 %.\nThe Hex effects persist as long as the related Hex Totem is standing.",
Killer,All,All,Hex: Thrill of the Hunt,HexThrilloftheHunt,A Hex rooting its power on hope. The false hope of Survivors fills you with excitement and strengthens your totems.\nFor each Dull Totem and Hex Totem remaining on the Map gain a Token.\n• Gain 10 % more Bloodpoints for actions in the Hunter Category for each Token.\n• Survivors' cleansing speed is reduced by 6 % for each Token.\n• Gain a notification when someone starts working on a Hex Totem.\nThe Hex effects persist as long as the related Hex Totem is standing.,
Killer,All,All,Insidious,Insidious,"Unlocks the stealth ability.\nBy standing still for 2 seconds, you reduce your Terror Radius to 0 metres and thus become stealthy until you move or act again.",
Killer,All,All,Iron Grasp,IronGrasp,Your powerful hold onto the Survivors causes escapes to be nearly impossible.\nEffects of Survivor struggling are reduced by 75 %.\nTime to struggle out of your grasp is increased by 12 %.,
Killer,All,All,Monstrous Shrine,MonstrousShrine,Your fervent care of the Hooks found in the Basement has aroused The Entity's interest.\nThe Basement Hooks are granted the following bonuses:\n• 9 % faster Entity progression\n• 15 % increased difficulty on escape attempts\n• 9 % increased penalty to escape fails.,
Killer,All,All,Sloppy Butcher,SloppyButcher,You know where to hit to make them bleed.\nWounds inflicted by successful attacks considerably increase the Survivor's bleeding frequency and cause the Mangled Status \nHaemorrhage and Mangled effects caused by Sloppy Butcher return to normal once the Survivor is fully healed.,
Killer,All,All,Spies from the Shadows,SpiesfromtheShadows,"The Crows found in the world can communicate directly with you.\n100 % of the time, cawing Crows give you a visual cue when you are within a range of 36 metres.\nSpies from the Shadows has a cool-down of 5 seconds.",
Killer,All,All,Unrelenting,Unrelenting,You recuperate faster from missed attacks made with your main weapon.\nThe cool-down of missed Basic Attacks is reduced by 30 %.,
Killer,All,All,Whispers,Whispers,You have a rudimentary understanding of The Entity's voice.\nSporadically hear The Entity's Whisper when standing within a 32 metres of a Survivor.,
Killer,Deathslinger,UK,Gear Head,GearHead,"You've got an ear for well-oiled gears.\nAfter hitting a Survivor 2 times with your Basic Attack, Gearhead activates for 35/40/45 seconds.\nEach time a Survivor completes a Good or Great Skill Check while repairing, the Generator will be revealed by a yellow Aura for as long as it is being repairing.",30
Killer,Deathslinger,UK,Dead Man's Switch,DeadMansSwitch,"You become obsessed with one Survivor.\nAfter hooking the Obsession, Dead Man's Switch activates for the next 35/40/45 seconds.\nWhile activated, any Survivor that stops repairing a Generator before it is fully repaired causes The Entity to block the Generator until Dead Man's Switch's effect ends.\nAffected Generators are highlighted by a white Aura.",35
Killer,Deathslinger,UK,Hex: Retribution,HexRetribution,"A Hex that lashes out upon its destruction. Those who cross you will be punished.\nAny Survivor who cleanses a Dull Totem will suffer from the Oblivious Status Effect for 35/40/45 seconds.\nIf any Hex Totem is cleansed, including this one, the Auras of all Survivors are revealed for 10 seconds.",40
Survivor,Zarina Kassir,US,Off The Record,OffTheRecord,"You've learnt that a quiet approach is sometimes best.\nOnce you are unhooked or escape from the Hook, Off the Record activates for 60/70/80 seconds.\nWhile Off the Record is active, your Aura will not be shown to the Killer and Grunts of Pain caused by injuries are reduced by 100 %.",30
Survivor,Zarina Kassir,US,Red Herring,RedHerring,"You've noticed that people pay attention to whatever makes the loudest noise.\nAfter repairing a Generator for at least 3 seconds, it will be highlighted to you with a yellow Aura. The Generator stays highlighted until it is fully repairing, or you repair a new Generator, or enter a Locker.\nEntering any Locker will trigger a Loud Noise indicator for the Killer at the highlighted Generator's location.\nRed Herring can only be triggered once every 100/80/60 seconds.",35
Survivor,Zarina Kassir,US,For The People,ForThePeople,"You risk life and injury for others.\nFor the People is only active while at full health.\nPress the Active Ability button while healing another Survivor without a Med-Kit to instantly heal them from Dying to Injured, or from Injured to Healthy.\nYou become Injured and receive the Broken Status Effect for 110/100/90 seconds.\nYou become the Obsession.\nDecreases your chances of being the Obsession.",40
