Role,Name,Name Tag,Perk Name,Perk Tag,Desc,Teach Level,isPTB,lang
Killer,Clown,GK,Bamboozle,Bamboozle,Your vault speed is 15 % faster. Performing a vault action calls upon The Entity to block that vault location for 16 seconds. Only one vault location may be blocked in this way at any given time. The vault location is blocked only for Survivors. Bamboozle does not affect Pallets.,30,,en
Killer,Clown,GK,Coulrophobia,Coulrophobia,Your presence alone instils great fear. Survivors within your Terror Radius have a 50 % penalty to the Healing progression speed.,35,,en
Killer,Clown,GK,Pop Goes the Weasel,PopGoestheWeasel,"A deep bond with The Entity unlocks great strength. After hooking a Survivor, the next Generator you break is instantly regressed by 25 % of its total progression. Normal Generator Regression applies after the damage is done.",40,,en
Killer,Spirit,HK,Spirit Fury,SpiritFury,"Each Pallet you break magnifies the wrath of The Entity. After breaking 2 Pallets, the next time you are stunned by a Pallet, The Entity will instantly break it. You still suffer from the stun effect penalty.",30,,en
Killer,Spirit,HK,Hex: Haunted Ground,HexHauntedGround,"Two trapped Hex Totems will spawn in the Trial. When one of the two trapped Hex Totems is cleansed by a Survivor, all Survivors suffer from the Exposed Status Effect for 60 seconds. The remaining trapped Hex Totem immediately becomes a Dull Totem.",35,,en
Killer,Spirit,HK,Rancor,Rancor,"You become obsessed with one  Each time a Generator is completed, the Obsession sees your Aura for 3 seconds. Each time a Generator is completed, all Survivors' locations are revealed to you for 3 seconds. Once all Generators are completed, the Obsession has the Exposed Status Effect and the Killer can kill the  You can only be obsessed with one Survivor at a time.",40,,en
Killer,Legion,KK,Discordance,Discordance,"Any time two or more Survivors are working on the same Generator, that Generator's Aura is highlighted in yellow for 12 seconds.",30,,en
Killer,Legion,KK,Mad Grit,MadGrit,"While carrying a Survivor, you suffer no cool-down on missed attacks and successfully hitting another Survivor will pause the carried Survivor's wiggle timer for 4 seconds.",35,,en
Killer,Legion,KK,Iron Maiden,IronMaiden,You open Lockers 50 % faster. Survivors who exit Lockers suffer from the Exposed Status Effect for 15 seconds and their location is revealed for 4 seconds.,40,,en
Killer,Plague,MK,Corrupt Intervention,CorruptIntervention,Your prayers invoke a dark power that meddles with the Survivors' chances of survival. 3 Generators located farthest from you are blocked by The Entity for 120 seconds at the start of the Trial. Survivors cannot repair the Generators for the duration Corrupt Intervention is active.,30,,en
Killer,Plague,MK,Infectious Fright,InfectiousFright,The cries of the unfaithful make your heart leap. Any Survivors that are within the Killer's Terror Radius while another Survivor is put into the Dying State with a Basic Attack will yell and reveal their current location to the Killer for 6 seconds.,35,,en
Killer,Plague,MK,Dark Devotion,DarkDevotion,"The display of your Powers creates a whirlwind of panic that spreads throughout the land. You become obsessed with one Survivor. Hitting the Obsession with your basic attack causes the Obsession to emit a Terror Radius of 32 metres for 30 seconds. During that time, your Terror Radius is reduced to 0 metres. The Obsession hears the Terror Radius they emit for the duration. You can only be obsessed with one Survivor at a time.",40,,en
Killer,Ghost Face,OK,I'm All Ears,ImAllEars,Your keen senses are sharpened in the dark Realm of The Entity. Unlocks potential in one's Aura-reading ability. Any Survivor performing a rushed action within 48 metres from your location will have their Aura revealed to you for 6 seconds. I'm All Ears can only be triggered once every 40 seconds.,30,,en
Killer,Ghost Face,OK,Thrilling Tremors,ThrillingTremors,"Your dark designs and shrewd composure rouse The Entity. After picking up a Survivor, all Generators not being repaired by Survivors are blocked by The Entity and cannot be repaired for the next 16 seconds. Affected Generators are highlighted by a white Aura. Thrilling Tremors can only be triggered once every 60 seconds.",35,,en
Killer,Ghost Face,OK,Furtive Chase,FurtiveChase,"You become obsessed with one Survivor. You lurk in the shadows, eliminating your victims one by one. When your Obsession is hooked, Furtive Chase receives a Token, up to a maximum of 4 Tokens. Each Token decreases your Terror Radius by 4 metres while in a Chase. When a Survivor rescues the Obsession from a Hook, the rescuer becomes the Obsession. You lose all Tokens if the Obsession is sacrificed or killed. You can only be obsessed with one Survivor at a time.",40,,en
Killer,Demogorgon,QK,Surge,Surge,Your eerie presence charges the air and interferes with technology. Putting a Survivor into the Dying State with a Basic Attack causes all Generators within a radius of 32 metres to instantly explode and regress. Surge applies an immediate Regression penalty of 8 %. Surge can only be triggered once every 40 seconds.,30,,en
Killer,Demogorgon,QK,Mindbreaker,Mindbreaker,"Your distressing presence drains and weakens your prey. While repairing Generators with less than 50 % Repair progression, Survivors are afflicted by the Exhausted Status Effect. Any existing Exhaustion Status Effect timers are paused while the Survivor is repairing a Generator. After ending the Repair action, the Survivor is afflicted by the Exhausted Status Effect for 3 second(s).",35,,en
Killer,Demogorgon,QK,Cruel Limits,CruelLimits,"Your ties to the otherworldly manifest when your prey attempts to get away. Each time a Generator is repaired, all Windows and vault locations within a radius of 24 metres from the completed Generator are blocked for all Survivors for the next 30 seconds.",40,,en
Killer,Oni,SK,Zanshin Tactics,ZanshinTactics,"Unlocks potential in one's Aura-reading ability. You are mentally alert and aware of key points on the battlefield. The Auras of all Pallets and Windows are revealed to you within a range of 24 metres. When a Survivor is damaged, Zanshin Tactics becomes inactive for 30 seconds.",30,,en
Killer,Oni,SK,Blood Echo,BloodEcho,"The agony of one is inflicted on others. When hooking a Survivor, all other injured Survivors suffer from the Haemorrhage Status Effect until healed and the Exhausted Status Effect for 45 seconds. Blood Echo can only be triggered once every 60 seconds.",35,,en
Killer,Oni,SK,Nemesis,Nemesis,"You seek retribution on those who have wronged you. A Survivor who blinds or stuns you using a Pallet or a Locker becomes your Obsession. Anytime a new Survivor becomes the Obsession, they are affected by the Oblivious Status Effect for 60 seconds and their Aura is revealed to you for 4 seconds. You can only be obsessed with one Survivor at a time.",40,,en
Killer,All,All,Bitter Murmur,BitterMurmur,"Unlocks potential in one's Aura-reading ability. Each time a Generator is fully repaired, Survivors within 16 metres of the completed Generator will be revealed for 5 seconds. When the last Generator is fully repaired, all the Survivors' Auras are revealed for 10 seconds.",,,en
Killer,All,All,Deerstalker,Deerstalker,Unlocks potential in one's Aura-reading ability. Reveals dying Survivors' Auras when standing within 36 metres.,,,en
Killer,All,All,Distressing,Distressing,Your horrifying emanation strikes at a supernaturally long distance. Your Terror Radius is increased by 26 %. Gain 100 % more Bloodpoints for actions in the Deviousness Category. The Bonus Bloodpoints are only awarded during the Trial.,,,en
Killer,All,All,Hex: No One Escapes Death,HexNoOneEscapesDeath,"A Hex rooting its power on hope. You are animated by the power of your Hex Totem when the Survivors are on the verge of escaping. Once the Exit Gates are powered, if there is a Dull Totem remaining on the Map, this Hex is applied to  While Hex: No One Escapes Death is active, Survivors suffer from the Exposed Status Effect and your Movement speed is increased by 4 %. The Hex effects persist as long as the related Hex Totem is standing.",,,en
Killer,All,All,Hex: Thrill of the Hunt,HexThrilloftheHunt,A Hex rooting its power on hope. The false hope of Survivors fills you with excitement and strengthens your totems. For each Dull Totem and Hex Totem remaining on the Map gain a Token. • Gain 10 % more Bloodpoints for actions in the Hunter Category for each Token. • Survivors' cleansing speed is reduced by 6 % for each Token. • Gain a notification when someone starts working on a Hex Totem. The Hex effects persist as long as the related Hex Totem is standing.,,,en
Killer,All,All,Insidious,Insidious,"Unlocks the stealth ability. By standing still for 2 seconds, you reduce your Terror Radius to 0 metres and thus become stealthy until you move or act again.",,,en
Killer,All,All,Iron Grasp,IronGrasp,Your powerful hold onto the Survivors causes escapes to be nearly impossible. Effects of Survivor struggling are reduced by 75 %. Time to struggle out of your grasp is increased by 12 %.,,,en
Killer,All,All,Monstrous Shrine,MonstrousShrine,Your fervent care of the Hooks found in the Basement has aroused The Entity's interest. The Basement Hooks are granted the following bonuses: • 9 % faster Entity progression • 15 % increased difficulty on escape attempts • 9 % increased penalty to escape fails.,,,en
Killer,All,All,Sloppy Butcher,SloppyButcher,You know where to hit to make them bleed. Wounds inflicted by successful attacks considerably increase the Survivor's bleeding frequency and cause the Mangled Status  Haemorrhage and Mangled effects caused by Sloppy Butcher return to normal once the Survivor is fully healed.,,,en
Killer,All,All,Spies from the Shadows,SpiesfromtheShadows,"The Crows found in the world can communicate directly with you. 100 % of the time, cawing Crows give you a visual cue when you are within a range of 36 metres. Spies from the Shadows has a cool-down of 5 seconds.",,,en
Killer,All,All,Unrelenting,Unrelenting,You recuperate faster from missed attacks made with your main weapon. The cool-down of missed Basic Attacks is reduced by 30 %.,,,en
Killer,All,All,Whispers,Whispers,You have a rudimentary understanding of The Entity's voice. Sporadically hear The Entity's Whisper when standing within a 32 metres of a Survivor.,,,en
Killer,Deathslinger,UK,Gear Head,GearHead,"You've got an ear for well-oiled gears. After hitting a Survivor 2 times with your Basic Attack, Gearhead activates for 35/40/45 seconds. Each time a Survivor completes a Good or Great Skill Check while repairing, the Generator will be revealed by a yellow Aura for as long as it is being repairing.",30,,en
Killer,Deathslinger,UK,Dead Man's Switch,DeadMansSwitch,"You become obsessed with one Survivor. After hooking the Obsession, Dead Man's Switch activates for the next 35/40/45 seconds. While activated, any Survivor that stops repairing a Generator before it is fully repaired causes The Entity to block the Generator until Dead Man's Switch's effect ends. Affected Generators are highlighted by a white Aura.",35,,en
Killer,Deathslinger,UK,Hex: Retribution,HexRetribution,"A Hex that lashes out upon its destruction. Those who cross you will be punished. Any Survivor who cleanses a Dull Totem will suffer from the Oblivious Status Effect for 35/40/45 seconds. If any Hex Totem is cleansed, including this one, the Auras of all Survivors are revealed for 10 seconds.",40,,en
Survivor,Zarina Kassir,US,Off The Record,OffTheRecord,"You've learnt that a quiet approach is sometimes best. Once you are unhooked or escape from the Hook, Off the Record activates for 60/70/80 seconds. While Off the Record is active, your Aura will not be shown to the Killer and Grunts of Pain caused by injuries are reduced by 100 %.",30,,en
Survivor,Zarina Kassir,US,Red Herring,RedHerring,"You've noticed that people pay attention to whatever makes the loudest noise. After repairing a Generator for at least 3 seconds, it will be highlighted to you with a yellow Aura. The Generator stays highlighted until it is fully repairing, or you repair a new Generator, or enter a Locker. Entering any Locker will trigger a Loud Noise indicator for the Killer at the highlighted Generator's location. Red Herring can only be triggered once every 100/80/60 seconds.",35,,en
Survivor,Zarina Kassir,US,For The People,ForThePeople,"You risk life and injury for others. For the People is only active while at full health. Press the Active Ability button while healing another Survivor without a Med-Kit to instantly heal them from Dying to Injured, or from Injured to Healthy. You become Injured and receive the Broken Status Effect for 110/100/90 seconds. You become the Obsession. Decreases your chances of being the Obsession.",40,,en
Killer,The Executioner,WK,Forced Penance,ForcedPenance,Those who stand in the way of duty will suffer harsh judgement. Survivors who take a Protection Hit are inflicted with the Broken Status Effect for 40/50/60 seconds.,30,,en
Killer,The Executioner,WK,Trail Of Torment,TrailOfTorment,"You guide your victims along a path of pain and punishment. After kicking a Generator, you become Undetectable for 16 seconds. During this time, the Generator's Aura is revealed in yellow to all Survivors. Trail of Torment can only be triggered once every 80/70/60 seconds.",35,,en
Killer,The Executioner,WK,Deathbound,Deathbound,"Those whose lives are intertwined in darkness are destined to suffer together. When a Survivor heals another Survivor for one Health State at least 32 metres away from the Killer, the Survivor performing the Healing action will scream, revealing their location and activating Deathbound for the next 60 seconds. During that time, the Survivor will suffer from the Oblivious Status Effect when farther than 16/12/8 metres away from the healed Survivor.",40,,en
Survivor,Cheryl Mason,WS,Soul Guard,SoulGuard,"You have been through immense hardship and you're stronger for it. Gain the Endurance Status Effect for 4/6/8 seconds after being healed or having recovered from the Dying State. During this time, any damage that would put you in the Dying State will instead apply the Deep Wound Status Effect. You have 20 seconds to Mend yourself. If you take any damage while affected by Deep Wound, or if the timer ends, you are immediately put into the Dying State. While affected by the Cursed Status Effect, you can fully recover from the Dying State.",30,,en
Survivor,Cheryl Mason,WS,Blood Pact,BloodPact,"It's as if a latent part of yourself has awakened. You feel like you can reach out beyond yourself for assistance. When you or the Obsession are injured, you both see each other's Auras. After healing the Obsession or being healed by the Obsession, you both gain the Haste Status Effect, moving at an increased speed of 7 % for 6/8/10 seconds. Reduces the odds of being the Obsession. If you are the Obsession, Blood Pact deactivates. The Killer can only be obsessed with one Survivor at a time.",35,,en
Survivor,Cheryl Mason,WS,Repressed Alliance,RepressedAlliance,"You're accustomed to being hunted by malicious forces, and you've begun using it to your advantage. Repressed Alliance activates after repairing Generators for a total of 80/70/60 seconds. When repairing a Generator while Repressed Alliance is active, press the Active Ability button to call upon the Entity to block the Generator for 30 seconds, after which Repressed Alliance deactivates. Affected Generators will be revealed to all Survivors by a white Aura.",40,,en
Survivant,Meg Thomas,MT,Rapide & Silencieux,QuickQuiet,Vous faites moins de bruit que les autres en sautant par-dessus les obstacles ou en vous cachant dans des casiers. La distance à laquelle le bruit causé par ces actions est détecté diminue de 100 % Cet effet ne peut être déclenché qu'une fois toutes les 30/25/20 secondes.,30,,fr
Survivant,Meg Thomas,MT,Course Effrénée,SprintBurst,"Quand vous commencez à courir, vous sprintez à 150 % de votre vitesse normale pendant un maximum de 3 secondes Provoque Épuisement pendant 60/50/40 secondes. Course effrénée ne peut être utilisée pendant Épuisement. Vous ne récupérez pas de l'effet Épuisement en courant.",35,,fr
Survivant,Meg Thomas,MT,Adrénaline,Adrenaline,"Alors que vous êtes sur le point de vous échapper, vous vous sentez insufflé d'une énergie nouvelle. Quand le courant électrique des portes de sortie est rétabli, vous récupérez instantanément un segment de santé et courez à 150 % de votre vitesse normale pendant 5 secondes. Adrénaline est en pause si vous êtes immobilisé au moment où elle devrait faire effet et sera activée quand vous serez libéré. Adrénaline vous réveille si vous dormez quand elle est activée. Adrénaline ignore Épuisement . Provoque l'Épuisement pedant 60/50/40 secondes. Vous ne récupérez pas de l'effet Épuisement en courant.",40,,fr
Survivant,Dwight Fairfield,DF,Lien,Bond,Débloque une capacité de repérage d'auras. L'aura des alliés vous est révélée quand ils se trouvent dans un rayon de 20/28/36 mètres.,30,,fr
Survivant,Dwight Fairfield,DF,Montrez Ce Que Vous Savez Faire,ProveThyself,"Augmente la vitesse de réparation de 15 % par survivant supplémentaire travaillant sur un générateur dans un rayon de 4 mètres. Ce bonus s'applique également à tous les autres survivants à portée. Rapporte 50/75/100 % de points de sang supplémentaires lors des actions en coop. Le survivants ne peuvent pas avoir plus d'un effet ""Montrez Ce Que Vous Savez Faire"" en même temps.",35,,fr
Survivant,Dwight Fairfield,DF,Meneur,Leader,"Vous êtes capable d'organiser une équipe pour qu'elle coopère plus efficacement. Augmente la vitesse de soins, de sabotage, de purification, d'ouverture des portes de sortie et de fouille des autres survivants de 15/20/25 %, quand ils se trouvent dans un rayon de 8 mètres autour de vous. Les survivants ne peuvent pas avoir plus d'un effet Meneur à la fois. Même hors de portée du Meneur, l'effet persiste pendant 15 secondes pour les autres survivants.",40,,fr
Survivant,Claudette Morel,CM,Empathie,Empathy,Débloque une capacité de repérage d'auras. Celles des alliés en état critique ou blessés vous sont révélées dans un rayon de 64/96/128 mètres. Empathie ne révèle pas l'aura des alliés quand ils sont en contact direct avec le tueur.,30,,fr
Survivant,Claudette Morel,CM,Connaissances En Botanique,BotanyKnowledge,Vous transformez les plantes bordant le camp en teintures qui réduisent les hémorragies. La vitesse de soins et l'efficacité des objets de soins augmentent de 11/22/33 %.,35,,fr
Survivant,Claudette Morel,CM,Prophylaxie,SelfCare,Débloque la capacité de vous soigner sans objet de soins à 50 % de la vitesse de soins normale. Augmente l'efficacité des auto-soins avec objet de soins de 10/15/20 %.,40,,fr
Survivant,Jake Park,JP,Volonté De Fer,IronWill,Vous êtes capable de vous concentrer pour entrer dans un état méditatif qui vous fait oublier la douleur. Les gémissement de douleur causés par les blessures sont réduits de 50/75/100 %.,30,,fr
Survivant,Jake Park,JP,Esprit Calme,CalmSpirit,"Les animaux semblent vous faire confiance, car ils ne sont que rarement effrayés par votre présence. Réduit la probabilité d'alerter les animaux des bois de 80/90/100 %. Esprit calme vous permet de surmonter l'envie de crier.",35,,fr
Survivant,Jake Park,JP,Saboteur,Saboteur,Débloque le potentiel de repérage d'aura. • Vous voyez les auras dans un rayon de 56 mètres autour du point de ramassage si un survivant est en train d'être transporté. Débloque la capacité de sabotage des crochets sans boîte à outils. • Saboter un crochet sans boîte à outils prend 2.5 secondes. • L'action de sabotage a un temps de recharge de 90/75/60 secondes.,40,,fr
Survivant,Nea Karlsson,NK,Atterrissage Équilibré,BalancedLanding,"Votre agilité est incomparable. Lorsque vous tombez de haut, vos réflexes de chat réduisent la durée des étourdissements consécutifs aux chutes de 75 % et le volume des grognements en tombant de 100 %. Vous courez à 150% de votre vitesse normale pendant un maximum de 3 secondes. Provoque l'effet de statut Épuisement pendant 60/50/40 secondes. Impossible d'utiliser Atterrissage équilibré sous l'effet de statut Épuisement. Vous ne vous rétablissez pas de l'effet de statut Épuisement tant que vous courez. ",30,,fr
Survivant,Nea Karlsson,NK,Évasion Urbaine,UrbanEvasion,Des années passées à éviter la police vous ont appris pas mal de trucs en matière de furtivité. Votre vitesse de mouvement en position accroupie augmente de 90/95/100 %.,35,,fr
Survivant,Nea Karlsson,NK,Ad Augusta Per Angusta,Streetwise,"De longues nuits solitaires vous ont appris à faire beaucoup avec peu de moyens. Réduit la consommation de charge d'un objet de 15/20/25 % pour vous et vos alliés se trouvant dans un rayon de 8 mètres. Une fois hors de portée, cette effet dure pendant 15 secondes.",40,,fr
Survivant,Laurie Strode,LS,Dernier Survivant,SoleSurvivor,"Tandis que vos compagnons succombent au tueur les uns après les autres, vous vous isolez de plus en plus, ce qui vous dissimule et perturbe les capacités de repérage d'aura du tueur. Votre aura est invisible pour le tueur dans un rayon maximal de • 20/22/24 mètres par survivant tué ou sacrifié. Augmente vos chances d'être la cible d'obsession du tueur. Le tueur ne peut être obsédé que par un seul survivant à la fois.",30,,fr
Survivant,Laurie Strode,LS,Objet d'Obsession,ObjectofObsession,"Un lien surnaturel vous unit au tueur. Si vous regardez dans sa direction, votre lien lui révèle votre aura, tout en vous révélant la sienne.Cet effet s'applique uniquement si vous vous trouvez à l'extérieur du rayon de terreur du tueur. Si vous êtes l'obsession du tueur, cet effet a une portée maximale de 56/64/72 mètres. Sinon, celle-ci est de 44/56/64 mètres. • Augmente vos chance de devenir l'obsession du tueur. • Le tueur ne peut être obsédé que par un survivant à la fois.",35,,fr
Survivant,Laurie Strode,LS,Coup Décisif,DecisiveStrike,"Utilisant tout ce que vous avez sous la main, vous poignardez votre agresseur dans une dernière tentative pour vous échapper. Après avoir été libéré du crochet ou vous être libéré vous-même, Coup décisif sera actif et utilisable pendant 40/50/60 secondes. Si le tueur vous attrape quand Coup décisif est actif, réussissez un test d'habilité pour échapper automatiquement à sa poigne et l'étourdir pendant 5 secondes. • Réussir ou rater le test d'habilité de Coup décisif désactivera Coup décisif. • Si vous parvenez à étourdir le tueur, vous en deviendrez l'obsession. Augmente vos chances d'être la cible d'obséssion du tueur. Le tueur ne peut être obsédé que par un survivant à la fois.",40,,fr
Survivant,Ace Visconti,AV,Le Cœur Sur La Main,OpenHanded,Renforce vos capacités de repérage d'auras et celles de votre équipe. • Augmente la portée du repérage d'auras de 4/6/8 mètres.,30,,fr
Survivant,Ace Visconti,AV,Augmenter La Mise,UptheAnte,"Tout ce terminera bien, vous le sentez. Votre confiance en vous ravive l'espoir de ceux qui se trouvent autour de vous. Confère 1/2/3 % de bonus de chance à tous les survivants, pour chaque survivant encore en vie.",35,,fr
Survivant,Ace Visconti,AV,Un Ace Dans La Manche,AceintheHole,"Dame Fortune semble vous choyer en permanence. Quand vous trouvez un objet dans un coffre, il y a 100 % de chances qu'un accessoire très rare ou inférieur y soit attaché. 10/25/50 % de chances de trouvez un accessoire peu commun ou inférieur. En vous échappant, conservez tous les accessoires de votre objet.",40,,fr
Survivant,W. Bill Overbeck,BO,Laissé Pour Mort,LeftBehind,"Débloque le potentiel de repérage d'aura d'une personne. Si vous êtes le dernier survivant lors de la partie, vous pouvez voir l'aura de la trappe jusqu’à 24/28/32 mètres.",30,,fr
Survivant,W. Bill Overbeck,BO,Sur La Réserve,BorrowedTime,"Une énergie insoupçonnée vous remplit en sauvant un allié d'un crochet si vous vous tenez dans le rayon de terreur du tueur. Après avoir décroché un survivant dans le rayon de terreur du tueur, il bénéficie de l'effet de statut Endurance pendant 15 seconds, Tous les dégâts qui auraient placé le survivant décroché en état critique déclenchent à la place une Blessure profonde. Le survivant a 10/15/20 secondes pour s'auto-suturer. Le survivant décroché passe immédiatement en état critique s'il subit des dégâts durant Blessure profonde ou si le chronomètre de Blessure profonde arrive à expiration.",35,,fr
Survivant,W. Bill Overbeck,BO,Indéfectible,Unbreakable,"Votre expérience du combat vous a appris quelques précieuses leçons sur comment survivre. Une fois par partie, vous avez la capacité de vous rétablir entièrement de l'état critique. Augmente la vitesse de récupération de l'état critique de 25/30/35 %.",40,,fr
Survivant,Feng Min,FM,Technicien,Technician,"Vous êtes capables de manier des machines avec la plus grande précision et attention. Le bruit occasionné par vos réparations et la distance à laquelle ils peuvent être perçus sont réduits de 8 mètres. Si le test d'habileté pour la réparation échoue, il y a 30% de chances que l'explosion du générateur soit évitée.",30,,fr
Survivant,Feng Min,FM,Souple,Lithe,"Après un saut précipité, vous courez à 150% de votre vitesse normale pendant un maximum de 3 secondes. Provoque épuisement pendant 60 secondes. Souple ne peut pas être utilisé pendant Epuisement. Vous ne récupérez pas de l'effet Epuisement tant que vous courez. ",35,,fr
Survivant,Feng Min,FM,Vigilant,Alert,"Vos sens aiguisés sont en alerte. Lorsque le tueur casse quelque chose, il vous est révélé pendant 3 secondes.",40,,fr
Survivant,David King,DK,Nous Vivrons Eternellement,WereGonnaLiveForever,"Le peu d'amis que vous avez méritent la meilleure protection possible. A chaque fois que vous effectuez un décrochage sécuritaire ou que vous encaissez un coup pour protéger un survivant, vous recevez 25% de bonus cumulable sur tous vos gains de points de sang jusqu'à un maximum de 50%. Vous recevrez les points de sang qu'après la partie.",30,,fr
Survivant,David King,DK,Drôlement dur,DeadHard,"Compétence active. Vous êtes plus solide que vous ne le pensez. Lorsque vous êtes blessé, vous puisez dans vos réserves d'adrénaline pour vous élancer vers l'avant et éviter les dégâts. Appuyez sur le bouton de Capacité active en courant pour sprinter vers l'avant. Durant le sprint, vous évitez les dégâts. Inflige l'effet de statut Epuisement pendant 60 secondes. Vous ne récupérez pas de l'effet de statut Epuisement en courant. ",35,,fr
Survivant,David King,DK,Pas Envie,NoMither,"Vous êtes affecté par l'effet de statut Brisé pendant toute la durée de la partie. Votre sang épais coagule presque instantanément. Vous ne laissez pas de flaques de sang. Les gémissements de douleur dus aux blessures sont toujours réduits de 0%. Vous accorde la possibilité de récupérer pleinement d'un état critique. ",40,,fr
Survivant,Quentin Smith,ES,Debout !,WakeUp,"Débloque le potentiel de repérer les auras. Une fois que tous les générateurs ont été activés, les portes de sortie vous sont révélées à une portée de 128 mètres. Votre aura est révélée aux autres survivants jusqu'à 128 mètres lorsque vous ouvrez les portes de sortie. Lorsque Debout ! est actif, vous ouvrez les portes de sorties 5% plus rapidement.",30,,fr
Survivant,Quentin Smith,ES,Pharmacie,Pharmacy,"Vous avez un don pour trouver des médicaments. Vous fouillez les coffres 40% plus rapidement, et le bruit occasionné ainsi que la distance à laquelle il peut être perçu sont réduits de 8 mètres. Pharmacie vous permet de trouver une trousse de soins d'urgence à coup sûr dans le premier coffre entièrement fouillé.",35,,fr
Survivant,Quentin Smith,ES,Vigil,Vigil,"Vous veillez sur vos amis même dans les situations les plus rudes. Vous, et vos alliés dans un rayon de 8 mètres, récupérez des effets de statut Epuisement, Hémorragie, Estropiement, Entrave et Aveuglement 10% plus rapidement. Une fois hors de portée, cet effet dure pendant 15 secondes. ",40,,fr
Survivant,David Tapp,FS,Ténacité,Tenacity,Rien ne vous arrête. Votre incroyable ténacité dans les situations difficiles vous permet de ramper 30% plus vite tout en récupérant.,30,,fr
Survivant,David Tapp,FS,Intuition De L'Inspecteur,DetectivesHunch,"Débloque le potentiel de repérage d'aura d'une personne. Quand un générateur est terminé, l'aura des générateurs, des coffres et des totems dans un rayon de 32 mètres vous est révélée pendant 10 secondes. Si vous détenez une carte qui peut suivre les objectifs, les générateurs, les coffres et les totems révélés par Intuition de l'inspecteur y sont ajoutés.",35,,fr
Survivant,David Tapp,FS,En Planque,StakeOut,"Votre détermination augmente quand vous vous rapprochez du tueur. A chaque fois que vous passez 15 secondes dans le rayon de terreur du tueur sans être poursuivi, vous gagnez un jeton (jusqu'à 4 jetons maximum). Quand En planque bénéficie d'au moins 1 jeton, les Bons tests d'habileté sont considérés comme d'Excellents tests d'habileté, ils consomment 1 jeton et octroient un bonus supplémentaire d'1% à la progression de réparation du générateur.",40,,fr
Survivant,Kate Denson,GS,Danse Avec Moi,DanceWithMe,"Lors d'un saut d'obstacle rapide ou si vous quittez un casier en vitesse, vous ne laissez pas de marques d'éraflure pendant 3 secondes. Danse avec moi a un temps de récupération de 60 secondes.",30,,fr
Survivant,Kate Denson,GS,Parfaite Occasion,WindowsofOpportunity,"Débloque le potentiel de repérage d'aura. L'aura des palettes, des murs destructibles et des sauts d'obstacles vous est révélée dans un rayon de 20 mètres. Parfaite occasion a un temps de récupération de 30 secondes lorsque vous faites tomber une palette ou lors d'un saut d'obstacles pendant une poursuite. ",35,,fr
Survivant,Kate Denson,GS,Effusion,BoilOver,Vous êtes un battant et faites votre possible pour vous sortir des griffes du tueur. Vos effets de lutte contre le tueur sont augmentés de 25%. Vous obscurcissez la capacité du tueur à voir l'aura des crochets sur 10 mètres.,40,,fr
Survivant,Adam Francis,HS,Diversion,Diversion,"Compétence pouvant être activée. Se trouver dans le rayon de terreur du tueur lorsqu'il n'y a pas de poursuite pendant 45 secondes active Diversion. Une fois Diversion activée, appuyez sur le bouton de capacité active en étant accroupi et immobile afin de jeter un caillou, qui crée une distraction pour le tueur, à une distance de 10 mètres. Le chrono de la compétence est réinitialisé après l'activation de la capacité. Détail de la distraction : alerte par un fort bruit et des marques d'éraflures.",30,,fr
Survivant,Adam Francis,HS,Libération,Deliverance,"Après avoir réalisé le décrochage sécuritaire d'un autre survivant, Libération s'active. Vous avez désormais 100% de chances de vous décrocher vous-même lors d'une tentative d'évasion. Une Libération du crochet réussie déclenche l'effet de statut Brisé pendant 100 secondes. ",35,,fr
Survivant,Adam Francis,HS,Autodidacte,Autodidact,"Vous commencez la partie avec -25% de malus de progression pour les tests d'habileté à soigner les survivants. Chaque fois que vous réussissez un test d'habileté en soignant un survivant, vous recevez un jeton, jusqu'à un maximum de 3 jetons. Chaque jeton vous confère +15% de progression bonus lorsque vous réussissez un test d'habileté en soignant les survivants. Les excellents tests d'habileté ne peuvent pas être réalisés lorsque vous utilisez Autodidacte. Autodidacte n'est pas actif lorsque vous utilisez une trousse de premiers soins. ",40,,fr
Survivant,Jeff Johansen,KS,Dépression,Breakdown,"Chaque fois que vous êtes libéré d'un crochet (en vous échappant ou en étant secouru), ce dernier se brise et vous pouvez voir l'aura du tueur pendant 4 secondes. ",30,,fr
Survivant,Jeff Johansen,KS,Convalescence,Aftercare,"Débloque la capacité à voir les auras. Vous voyez l'aura de tout survivant : que vous sauvez ou qui vous sauve d'un crochet et que vous soignez ou qui vous soigne. Le survivant voit lui aussi votre aura. Vous pouvez faire cela avec un maximum de 1 survivant. Tous les effets de cette compétence sont réinitialisés quand le tueur vous suspend à un crochet. ",35,,fr
Survivant,Jeff Johansen,KS,Distorsion,Distortion,"Vous commencez la partie avec 3 jetons. Quand votre aura devrait être visible par le tueur, Distorsion s'active et un jeton est consommé. Durant les 6 prochaines secondes, tant que Distorsion est activée, votre aura et vos marques d'éraflures ne peuvent être détectées par le tueur. Distorsion ne peut être activée lorsque vous êtes dans un état critique ou pris dans un piège. ",40,,fr
Survivant,Jane Romero,MS,Solidarité,Solidarity,"Partager des expériences douloureuses a un pouvoir curatif. Quand vous êtes blessé, soigner un survivant sans trousse de soins vous soigne également à un taux de conversion de 40%.",30,,fr
